"GEO_ID","NAME","GEO_ID_F","NAICS2017","INDLEVEL","NAICS2017_LABEL","SUBSECTOR","SECTOR","NAICS2017_F","INDGROUP","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","EMPSZFI","EMPSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","8","R","469","42263","20.1","S","1.0","4.0"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","37","O","7027","23764","127.7","S","134.4","33.1"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","2","O","803","31905","80.3","S","0.3","3.0"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","002","Female","001","Total","00","Total","004","Nonveteran","657","Firms with 500 employees or more","2018","7","R","6527","98618","22.9","S","0.1","0.7"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","611","Firms with no employees","2018","2269","U","0","141719","16.0","S","0.0","32.5"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","7215","U","13697","508782","14.9","S","15.3","21.8"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","2145","U","14324","584294","13.8","S","17.0","26.5"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","1451","U","19575","831003","14.2","S","15.0","10.2"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","746","U","22187","1060237","24.0","S","24.0","19.9"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","10","R","2214","48236","16.1","S","0.8","0.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","003","Male","001","Total","00","Total","004","Nonveteran","657","Firms with 500 employees or more","2018","S","S","100,000 employees or more","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","611","Firms with no employees","2018","794","R","0","37712","27.1","S","0.0","43.9"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","2508","U","5165","188546","19.4","S","26.0","25.1"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","1000","U","6494","250967","26.7","S","28.3","27.4"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","11","R","1928","48895","31.7","S","34.7","3.1"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","2","O","1139","25199","80.3","S","1.8","1.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","004","Equally male/female","001","Total","00","Total","004","Nonveteran","657","Firms with 500 employees or more","2018","46","R","43765","97151","137.8","S","130.3","11.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","5","R","1662","58413","32.1","S","0.9","1.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","020","Hispanic","00","Total","004","Nonveteran","657","Firms with 500 employees or more","2018","21","U","16868","385852","7.6","S","1.5","0.8"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","611","Firms with no employees","2018","36","I","0","138","131.6","S","0.0","2.5"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","611","Firms with no employees","2018","3126","U","0","173063","14.5","S","0.0","27.0"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","612","Firms with 1 to 4 employees","2018","11381","W","21793","780571","9.7","S","9.9","10.5"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","620","Firms with 5 to 9 employees","2018","3375","U","22358","869186","8.0","S","8.0","14.7"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","630","Firms with 10 to 19 employees","2018","1728","U","22989","964789","17.6","S","16.8","14.4"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","641","Firms with 20 to 49 employees","2018","935","W","27190","1439039","18.7","S","19.0","23.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","651","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","652","Firms with 250 to 499 employees","2018","10","R","2494","46927","16.1","S","1.0","1.1"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","657","Firms with 500 employees or more","2018","S","S","100,000 employees or more","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","611","Firms with no employees","2018","3330","U","0","227143","13.8","S","0.0","25.0"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","612","Firms with 1 to 4 employees","2018","11572","W","22283","807561","9.6","S","10.5","10.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","620","Firms with 5 to 9 employees","2018","3412","U","22504","894564","10.4","S","10.9","16.5"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","630","Firms with 10 to 19 employees","2018","1829","U","24254","1001343","17.5","S","17.5","13.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","641","Firms with 20 to 49 employees","2018","990","W","28668","1333342","26.0","S","25.5","30.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","651","Firms with 100 to 249 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","652","Firms with 250 to 499 employees","2018","15","R","3882","99066","10.7","S","1.2","1.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","30","White","004","Nonveteran","657","Firms with 500 employees or more","2018","164","U","238969","974001","54.8","S","57.7","8.1"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","40","Black or African American","004","Nonveteran","611","Firms with no employees","2018","2","B","0","131","80.3","S","0.0","2.9"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","40","Black or African American","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","40","Black or African American","004","Nonveteran","642","Firms with 50 to 99 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","620","Firms with 5 to 9 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","641","Firms with 20 to 49 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","60","Asian","004","Nonveteran","611","Firms with no employees","2018","11","I","0","307","31.9","S","0.0","11.4"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","60","Asian","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","60","Asian","004","Nonveteran","620","Firms with 5 to 9 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","60","Asian","004","Nonveteran","641","Firms with 20 to 49 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","60","Asian","004","Nonveteran","652","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","60","Asian","004","Nonveteran","657","Firms with 500 employees or more","2018","S","S","100,000 employees or more","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","611","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","612","Firms with 1 to 4 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","641","Firms with 20 to 49 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","651","Firms with 100 to 249 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","657","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","620","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","630","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","641","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","651","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","652","Firms with 250 to 499 employees","2018","4","R","1936","64688","40.1","S","0.5","1.2"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","90","Minority","004","Nonveteran","657","Firms with 500 employees or more","2018","S","S","100,000 employees or more","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","612","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","620","Firms with 5 to 9 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","642","Firms with 50 to 99 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","611","Firms with no employees","2018","3066","U","0","170148","14.2","S","0.0","26.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","612","Firms with 1 to 4 employees","2018","11178","U","21457","772491","9.6","S","9.7","10.1"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","620","Firms with 5 to 9 employees","2018","3276","U","21651","856392","10.3","S","10.7","16.0"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","630","Firms with 10 to 19 employees","2018","1728","U","22989","964789","17.6","S","16.8","14.4"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","641","Firms with 20 to 49 employees","2018","894","W","26129","1291899","23.2","S","22.7","30.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","642","Firms with 50 to 99 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","651","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","652","Firms with 250 to 499 employees","2018","11","O","2220","40653","14.6","S","1.4","1.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","001","Total","001","Total","92","Nonminority","004","Nonveteran","657","Firms with 500 employees or more","2018","145","U","222772","589564","62.0","S","61.9","13.4"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","611","Firms with no employees","2018","3711","U","0","238144","13.7","S","0.0","23.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","612","Firms with 1 to 4 employees","2018","13358","W","25640","891959","10.6","S","11.4","11.8"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","620","Firms with 5 to 9 employees","2018","3796","U","24823","966501","8.9","S","8.5","16.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","630","Firms with 10 to 19 employees","2018","2005","U","26665","1052659","16.2","S","16.6","13.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","641","Firms with 20 to 49 employees","2018","1121","W","31913","1567348","23.4","S","22.8","25.6"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","642","Firms with 50 to 99 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","651","Firms with 100 to 249 employees","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","652","Firms with 250 to 499 employees","2018","17","R","4438","109101","9.4","S","0.9","1.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","657","Firms with 500 employees or more","2018","212","W","357154","1342377","47.7","S","38.1","36.3"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","611","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","612","Firms with 1 to 4 employees","2018","396","O","865","22928","26.2","S","35.3","29.2"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","620","Firms with 5 to 9 employees","2018","104","O","637","23910","61.0","S","49.8","42.2"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","630","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","641","Firms with 20 to 49 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","642","Firms with 50 to 99 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","651","Firms with 100 to 249 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","652","Firms with 250 to 499 employees","2018","11","T","2211","95014","14.6","S","0.1","0.9"
"0100000US","United States","null","11(660)","2","Agriculture, forestry, fishing and hunting(660)","null","11","660","null","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","657","Firms with 500 employees or more","2018","75","W","23496","1047463","2.1","S","0.1","0.5"
"0100000US","United States","null","21","2","Mining, quarrying, and oil and gas extraction","null","21","null","null","001","Total","001","Total","00","Total","001","Total","611","Firms with no employees","2018","2741","U","0","397551","7.5","S","0.0","19.6"
"0100000US","United States","null","21","2","Mining, quarrying, and oil and gas extraction","null","21","null","null","001","Total","001","Total","00","Total","001","Total","612","Firms with 1 to 4 employees","2018","8442","W","16423","890406","5.8","S","6.1","10.7"
