"GEO_ID","GEO_ID_F","NAME","NAICS2017","NAICS2017_LABEL","SECTOR","INDLEVEL","NAICS2017_F","SUBSECTOR","INDGROUP","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","RCPSZFI","RCPSZFI_LABEL","QDESC","QDESC_LABEL","BUSCHAR","BUSCHAR_LABEL","YEAR","FIRMPDEMP","FIRMPDEMP_PCT","RCPPDEMP","RCPPDEMP_PCT","EMP","EMP_PCT","PAYANN","PAYANN_PCT","FIRMPDEMP_S","FIRMPDEMP_PCT_S","RCPPDEMP_S","RCPPDEMP_PCT_S","EMP_S","EMP_PCT_S","PAYANN_S","PAYANN_PCT_S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","71780","21.2","26329917","21.4","283691","26.0","8457608","23.6","1.2","0.4","1.3","0.4","2.0","0.5","4.9","1.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","3064","0.9","1132174","0.9","14468","1.3","407376","1.1","7.5","0.1","7.1","0.1","19.4","0.3","15.2","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ03","11 or more people","2018","827","0.2","312608","0.3","4627","0.4","281879","0.8","19.4","0.0","21.1","0.1","20.3","0.1","22.3","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BX","Unknown number of owners","2018","1161","0.3","431246","0.4","5191","0.5","140154","0.4","12.1","0.0","13.3","0.0","21.2","0.1","15.6","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BY","Total reporting","2018","338544","100.0","122858907","100.0","1093199","100.0","35899952","100.0","0.7","0.0","0.8","0.0","0.9","0.0","1.0","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BZ","Item not reported","2018","12171","X","4360176","X","43555","X","1188485","X","3.6","X","3.8","X","6.0","X","4.0","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","A1","All firms","2018","612876","X","436933546","X","3489855","X","119910715","X","1.2","X","1.3","X","1.7","X","1.9","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ","1 person","2018","223865","69.0","158305087","68.4","1176888","64.1","44545382","66.8","1.4","0.4","1.4","0.4","2.2","0.7","1.7","0.6"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","92633","28.5","67258166","29.1","599852","32.6","20189541","30.3","1.6","0.4","1.7","0.4","2.8","0.7","2.7","0.6"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","5539","1.7","4060002","1.8","43129","2.3","1329315","2.0","8.2","0.1","7.4","0.1","13.5","0.3","8.5","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ03","11 or more people","2018","1105","0.3","841449","0.4","7004","0.4","339452","0.5","16.8","0.1","16.6","0.1","18.7","0.1","16.3","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BX","Unknown number of owners","2018","1430","0.4","1046821","0.5","10502","0.6","264020","0.4","17.9","0.1","17.8","0.1","30.8","0.2","18.5","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BY","Total reporting","2018","324567","100.0","231511526","100.0","1837374","100.0","66667710","100.0","1.1","0.0","1.1","0.0","1.5","0.0","1.5","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BZ","Item not reported","2018","8822","X","6105018","X","54218","X","1751548","X","7.6","X","7.9","X","8.9","X","9.3","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","A1","All firms","2018","1047525","X","10420357993","X","37818795","X","1904416017","X","0.7","X","3.3","X","1.4","X","1.4","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ","1 person","2018","285057","52.6","1282556865","39.9","5319560","44.3","243130345","40.7","1.4","0.5","1.8","1.2","1.4","0.9","1.2","1.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ01","2 to 4 people","2018","219106","40.5","1464787234","45.6","5148858","42.9","263126566","44.0","0.8","0.4","3.1","0.9","2.0","1.5","4.8","1.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ02","5 to 10 people","2018","25669","4.7","291000109","9.1","916253","7.6","52489054","8.8","3.4","0.2","11.6","1.0","6.2","0.5","6.0","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ03","11 or more people","2018","6716","1.2","111485718","3.5","360227","3.0","25528738","4.3","5.4","0.1","18.3","0.8","12.1","0.4","14.0","0.8"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BX","Unknown number of owners","2018","5048","0.9","64013048","2.0","257214","2.1","13719899","2.3","7.1","0.1","16.1","0.5","9.6","0.3","14.3","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BY","Total reporting","2018","541594","100.0","3213842973","100.0","12002111","100.0","597994602","100.0","0.6","0.0","2.3","0.0","1.0","0.0","2.2","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","003","Male","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BZ","Item not reported","2018","12191","X","58689896","X","255519","X","11382019","X","5.6","X","9.0","X","9.0","X","11.0","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","A1","All firms","2018","5464","X","12066","X","6954","X","275341","X","15.0","X","16.6","X","27.9","X","37.5","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","BQ","1 person","2018","D","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","BQ01","2 to 4 people","2018","1782","94.7","3555","93.7","1828","84.3","45281","87.3","13.1","2.5","14.2","3.4","27.3","9.1","37.7","10.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","BQ02","5 to 10 people","2018","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","BY","Total reporting","2018","1882","100.0","3795","100.0","2168","100.0","51880","100.0","13.1","0.0","14.2","0.0","31.1","0.0","43.2","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","BZ","Item not reported","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","518","Firms with sales/receipts of $5,000 to $9,999","B01","OWNRNUM","A1","All firms","2018","6475","X","44213","X","6740","X","130822","X","10.9","X","11.1","X","25.6","X","31.0","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","518","Firms with sales/receipts of $5,000 to $9,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","2411","99.5","16619","99.7","2286","99.1","44256","97.6","9.3","0.4","9.7","0.3","19.6","0.9","51.0","3.5"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","518","Firms with sales/receipts of $5,000 to $9,999","B01","OWNRNUM","BX","Unknown number of owners","2018","D","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","518","Firms with sales/receipts of $5,000 to $9,999","B01","OWNRNUM","BY","Total reporting","2018","2422","100.0","16672","100.0","2307","100.0","45363","100.0","9.4","0.0","9.9","0.0","19.5","0.0","49.7","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","518","Firms with sales/receipts of $5,000 to $9,999","B01","OWNRNUM","BZ","Item not reported","2018","97","X","608","X","10","X","386","X","46.5","X","48.1","X","16.1","X","40.7","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","519","Firms with sales/receipts of $10,000 to $24,999","B01","OWNRNUM","A1","All firms","2018","18270","X","310944","X","27507","X","956146","X","5.4","X","6.3","X","45.8","X","78.1","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","519","Firms with sales/receipts of $10,000 to $24,999","B01","OWNRNUM","BQ","1 person","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","519","Firms with sales/receipts of $10,000 to $24,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","6999","98.6","119500","98.6","10092","99.7","321287","99.8","4.9","0.9","5.3","1.0","42.2","0.4","74.8","0.8"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","519","Firms with sales/receipts of $10,000 to $24,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","D","D","D","D","0 to 19 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","519","Firms with sales/receipts of $10,000 to $24,999","B01","OWNRNUM","BY","Total reporting","2018","7096","100.0","121209","100.0","10125","100.0","322023","100.0","5.1","0.0","5.5","0.0","42.0","0.0","74.6","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","519","Firms with sales/receipts of $10,000 to $24,999","B01","OWNRNUM","BZ","Item not reported","2018","409","X","6324","X","434","X","3034","X","18.4","X","20.5","X","30.4","X","21.3","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","A1","All firms","2018","31481","X","1167389","X","34073","X","469258","X","3.9","X","4.5","X","5.1","X","5.5","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","BQ","1 person","2018","115","1.0","4088","0.9","161","1.1","1481","0.7","42.3","0.4","44.5","0.4","53.5","0.6","55.4","0.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","11533","98.6","425457","98.7","14103","97.8","207936","98.2","3.8","0.4","4.2","0.5","9.2","1.2","9.6","1.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","D","D","D","D","0 to 19 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","BX","Unknown number of owners","2018","D","D","D","D","100 to 249 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","BY","Total reporting","2018","11691","100.0","431211","100.0","14426","100.0","211804","100.0","4.0","0.0","4.4","0.0","8.6","0.0","9.8","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","521","Firms with sales/receipts of $25,000 to $49,999","B01","OWNRNUM","BZ","Item not reported","2018","700","X","25780","X","744","X","7271","X","16.8","X","16.2","X","24.8","X","17.8","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","A1","All firms","2018","73074","X","5421062","X","103731","X","1697672","X","2.0","X","2.2","X","3.5","X","7.3","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","BQ","1 person","2018","373","1.2","29819","1.2","529","1.1","10615","1.4","29.8","0.3","31.1","0.4","58.7","0.6","63.7","0.9"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","31869","98.4","2368822","98.2","47174","98.4","736257","98.1","3.2","0.4","3.1","0.4","4.2","0.7","3.2","1.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","119","0.4","9567","0.4","212","0.4","2876","0.4","35.3","0.1","37.0","0.1","67.6","0.3","59.9","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","BX","Unknown number of owners","2018","S","S","S","S","20 to 99 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","BY","Total reporting","2018","32399","100.0","2411347","100.0","47959","100.0","750611","100.0","3.2","0.0","3.1","0.0","4.3","0.0","2.8","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","522","Firms with sales/receipts of $50,000 to $99,999","B01","OWNRNUM","BZ","Item not reported","2018","1023","X","74846","X","2491","X","25520","X","20.7","X","19.7","X","39.7","X","24.9","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","A1","All firms","2018","177559","X","30202236","X","382714","X","8057684","X","2.2","X","2.3","X","2.8","X","2.4","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BQ","1 person","2018","597","0.7","103126","0.7","1074","0.5","26137","0.6","23.1","0.2","23.7","0.2","30.1","0.2","27.7","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","84156","98.5","14410943","98.5","191711","98.0","4035483","98.4","2.5","0.2","2.6","0.2","3.6","0.2","2.2","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","454","0.5","82791","0.6","2091","1.1","26507","0.6","24.1","0.1","21.1","0.1","31.2","0.3","29.4","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BQ03","11 or more people","2018","D","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","D","D","D","D"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BX","Unknown number of owners","2018","242","0.3","37038","0.3","579","0.3","10749","0.3","34.2","0.1","36.9","0.1","33.1","0.1","43.4","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BY","Total reporting","2018","85459","100.0","14635192","100.0","195527","100.0","4101680","100.0","2.4","0.0","2.5","0.0","3.7","0.0","2.1","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","523","Firms with sales/receipts of $100,000 to $249,999","B01","OWNRNUM","BZ","Item not reported","2018","3185","X","544366","X","8740","X","151907","X","10.1","X","10.3","X","16.4","X","16.0","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","A1","All firms","2018","176611","X","63546718","X","737493","X","16856281","X","2.0","X","2.1","X","4.3","X","3.5","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ","1 person","2018","605","0.7","225808","0.7","2701","0.7","63839","0.7","19.3","0.1","19.9","0.1","36.7","0.2","28.0","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","89249","98.6","32229734","98.5","374876","98.4","8797835","98.5","1.7","0.1","1.9","0.1","4.1","0.3","1.8","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","576","0.6","225727","0.7","2659","0.7","58293","0.7","23.3","0.1","21.9","0.1","24.2","0.2","28.8","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BQ03","11 or more people","2018","8","0.0","3274","0.0","19","0.0","1236","0.0","42.0","0.0","45.9","0.0","48.0","0.0","38.0","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BX","Unknown number of owners","2018","97","0.1","37750","0.1","736","0.2","13731","0.2","45.6","0.0","48.0","0.1","56.0","0.1","53.1","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BY","Total reporting","2018","90534","100.0","32722293","100.0","380991","100.0","8934935","100.0","1.7","0.0","2.0","0.0","4.2","0.0","1.9","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","525","Firms with sales/receipts of $250,000 to $499,999","B01","OWNRNUM","BZ","Item not reported","2018","2587","X","929389","X","11338","X","237379","X","10.3","X","10.3","X","12.0","X","11.9","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","A1","All firms","2018","155570","X","110452069","X","1046152","X","28507515","X","2.3","X","2.1","X","4.1","X","2.3","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ","1 person","2018","222","0.3","172412","0.3","1490","0.3","42112","0.3","36.2","0.1","37.8","0.1","63.4","0.2","39.2","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ01","2 to 4 people","2018","82242","98.8","58536682","98.7","557094","98.6","15692903","98.8","2.3","0.2","2.2","0.2","3.6","0.4","2.5","0.3"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ02","5 to 10 people","2018","529","0.6","412129","0.7","5081","0.9","99847","0.6","22.1","0.1","22.1","0.2","31.9","0.3","32.0","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BQ03","11 or more people","2018","S","S","S","S","500 to 999 employees","S","S","S","S","S","S","S","S","S","S","S"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BX","Unknown number of owners","2018","183","0.2","130748","0.2","868","0.2","33519","0.2","36.5","0.1","37.1","0.1","48.3","0.1","47.4","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BY","Total reporting","2018","83277","100.0","59326808","100.0","565262","100.0","15888182","100.0","2.2","0.0","2.1","0.0","3.5","0.0","2.4","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","531","Firms with sales/receipts of $500,000 to $999,999","B01","OWNRNUM","BZ","Item not reported","2018","1735","X","1228105","X","10030","X","328050","X","16.0","X","18.2","X","19.5","X","18.5","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","A1","All firms","2018","216250","X","1129451780","X","5624758","X","222902289","X","1.6","X","5.4","X","2.8","X","2.7","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ","1 person","2018","393","0.4","1527254","0.4","5003","0.3","187639","0.3","26.0","0.1","44.4","0.2","30.6","0.1","27.6","0.1"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ01","2 to 4 people","2018","100633","97.3","363149943","95.3","1864730","95.4","71053348","95.0","1.2","0.3","7.2","1.4","4.1","1.1","4.7","1.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ02","5 to 10 people","2018","1757","1.7","11610771","3.0","65615","3.4","2565570","3.4","15.7","0.3","14.3","0.8","23.5","0.8","11.4","0.7"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BQ03","11 or more people","2018","276","0.3","3275577","0.9","10542","0.5","688574","0.9","31.9","0.1","26.4","0.7","43.2","0.3","42.2","0.4"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BX","Unknown number of owners","2018","354","0.3","1305578","0.3","8079","0.4","278004","0.4","24.1","0.1","32.1","0.1","27.3","0.3","28.8","0.2"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BY","Total reporting","2018","103411","100.0","380869124","100.0","1953969","100.0","74773135","100.0","1.3","0.0","7.0","0.0","3.9","0.0","4.5","0.0"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","004","Equally male/female","001","Total","00","Total","001","Total","532","Firms with sales/receipts of $1,000,000 or more","B01","OWNRNUM","BZ","Item not reported","2018","2437","X","7967553","X","48085","X","1629302","X","13.4","X","18.6","X","24.8","X","25.1","X"
"0100000US","null","United States","00","Total for all sectors","00","2","null","null","null","001","Total","020","Hispanic","00","Total","001","Total","511","Firms with sales/receipts of less than $5,000","B01","OWNRNUM","A1","All firms","2018","1780","X","4096","X","2641","X","87009","X","21.4","X","20.4","X","60.3","X","37.3","X"
